Customer ID,Restaurant Name,Cuisine Type,Cost of the order,Day of the week,Rating,Food preparing time,Delivery time,Total time
27609,Blue Ribbon Sushi Bar & Grill,Japanese,24.25,Weekend,5,25,26,51
373152,Blue Ribbon Sushi,Japanese,12.32,Weekday,4,29,27,56
235818,Shake Shack,American,15.96,Weekday,4,28,27,55
47440,Blue Ribbon Fried Chicken,American,6.45,Weekend,4,30,24,54
334758,Five Guys Burgers and Fries,American,24.3,Weekend,5,28,18,46
128711,RedFarm Hudson,Chinese,12.56,Weekend,3,20,22,42
338923,Hill Country Fried Chicken,Southern,22.31,Weekday,3,21,25,46
164005,Sushi of Gari,Japanese,15.52,Weekend,5,20,16,36
374826,Dos Caminos,Mexican,6.74,Weekend,5,32,26,58
79343,Blue Ribbon Sushi Bar & Grill,Japanese,6.02,Weekday,5,29,25,54
103852,J. G. Melon,American,6.74,Weekend,5,20,29,49
35993,Mira Sushi,Japanese,11.79,Weekend,4,32,26,58
201542,TAO,Japanese,29.05,Weekend,4,35,24,59
366975,Blue Ribbon Sushi Bar & Grill,Japanese,19.35,Weekend,5,23,17,40
389740,L'Express,French,11.98,Weekday,5,21,28,49
369272,Blue Ribbon Sushi Bar & Grill,Japanese,11.69,Weekday,5,21,28,49
45396,Blue Ribbon Sushi,Japanese,16.44,Weekend,5,30,29,59
350180,RedFarm Hudson,Chinese,20.32,Weekday,5,30,29,59
318451,Blue Ribbon Sushi,Japanese,14.02,Weekend,4,23,18,41
378027,RedFarm Broadway,Chinese,9.07,Weekend,4,35,17,52
63513,Mamoun's Falafel,Mediterranean,5.92,Weekday,4,31,33,64
53947,Shake Shack,American,15.52,Weekend,5,33,17,50
68258,Jack's Wife Freda,Mediterranean,22.31,Weekend,4,23,28,51
250494,Parm,Italian,28.57,Weekday,5,22,32,54
350659,Shake Shack,American,24.25,Weekend,4,27,30,57
107909,Cafeteria,American,12.08,Weekend,3,35,28,63
110461,Blue Ribbon Sushi,Japanese,22.07,Weekend,4,33,15,48
372722,Shake Shack,American,21.29,Weekend,4,35,21,56
245862,S'MAC,American,16.49,Weekend,5,27,19,46
127149,P.J. Clarke's,American,25.27,Weekday,5,34,29,63
368295,Blue Ribbon Fried Chicken,American,11.64,Weekend,5,24,16,40
288777,Don's Bogam BBQ & Wine Bar,Korean,12.61,Weekend,4,25,26,51
371806,The Meatball Shop,Italian,13.0,Weekend,5,34,26,60
40010,The Meatball Shop,American,31.43,Weekend,5,31,22,53
52832,Junoon,Indian,25.17,Weekday,5,23,24,47
114085,Blue Ribbon Sushi Bar & Grill,Japanese,9.12,Weekend,3,27,27,54
348096,Parm,Italian,31.43,Weekday,5,28,25,53
99621,Jack's Wife Freda,Mediterranean,29.05,Weekend,5,35,28,63
97420,Yama 49,Japanese,31.33,Weekend,5,21,27,48
304365,Sarabeth's Restaurant,American,24.25,Weekend,5,23,24,47
363561,Shake Shack,American,12.37,Weekend,3,28,28,56
75251,Blue Ribbon Fried Chicken,American,24.25,Weekend,4,27,21,48
59105,Sushi of Gari 46,Japanese,29.05,Weekend,3,35,26,61
321255,Shake Shack,American,5.63,Weekend,4,27,16,43
128711,RedFarm Hudson,Chinese,9.51,Weekend,3,29,26,55
58434,Blue Ribbon Sushi Izakaya,Japanese,15.76,Weekend,4,33,23,56
162330,Shake Shack,American,11.64,Weekend,4,23,29,52
186473,Blue Ribbon Sushi,Japanese,12.13,Weekend,5,30,28,58
35432,TAO,Japanese,14.99,Weekend,4,24,21,45
178172,The Meatball Shop,American,12.18,Weekend,4,23,22,45
302132,Dos Caminos Soho,Mexican,12.66,Weekday,5,24,30,54
322787,Parm,Italian,12.08,Weekend,5,30,25,55
37982,Saravanaa Bhavan,Indian,15.52,Weekday,5,33,26,59
5444,Go! Go! Curry!,Japanese,20.18,Weekend,3,22,29,51
297130,Blue Ribbon Sushi,Japanese,31.43,Weekend,5,24,17,41
40500,J. G. Melon,American,12.18,Weekend,4,32,22,54
64621,La Follia,Italian,8.05,Weekend,4,28,20,48
49631,The Meatball Shop,Italian,14.41,Weekend,5,28,28,56
115231,Izakaya Ten,Japanese,12.23,Weekday,5,23,24,47
390436,Blue Ribbon Sushi,Japanese,13.0,Weekday,5,22,31,53
126730,The Kati Roll Company,Indian,24.2,Weekend,5,26,16,42
320187,TAO,Japanese,14.75,Weekend,5,35,19,54
105837,Nobu Next Door,Japanese,5.77,Weekend,4,25,29,54
103147,Hot Kitchen,Chinese,13.0,Weekend,5,32,25,57
102580,Blue Ribbon Sushi Izakaya,Japanese,29.05,Weekday,4,28,25,53
129823,Rubirosa,Italian,12.23,Weekend,4,21,18,39
96943,Cafe Mogador,Middle Eastern,29.88,Weekend,4,20,17,37
115519,Blue Ribbon Fried Chicken,American,20.23,Weekday,4,20,26,46
14869,Shake Shack,American,4.8,Weekend,4,22,24,46
318545,Serafina Fabulous Pizza,Italian,14.84,Weekday,3,35,31,66
366954,Blue Ribbon Sushi,Japanese,24.25,Weekend,5,35,16,51
68154,Nobu Next Door,Japanese,12.18,Weekend,5,32,23,55
178846,Blue Ribbon Fried Chicken,American,10.14,Weekend,4,21,17,38
196928,Han Dynasty,Chinese,12.13,Weekend,4,20,25,45
306119,Xi'an Famous Foods,Chinese,14.12,Weekend,4,32,19,51
42930,Tony's Di Napoli,Italian,11.3,Weekend,4,35,29,64
177078,Lantern Thai Kitchen,Thai,32.93,Weekend,5,34,27,61
80737,RedFarm Broadway,Chinese,24.2,Weekday,4,22,33,55
314908,Blue Ribbon Fried Chicken,American,8.44,Weekend,3,31,18,49
87752,Shake Shack,American,24.25,Weekday,5,20,27,47
127149,P.J. Clarke's,American,31.43,Weekend,4,31,23,54
276192,Sushi of Gari Tribeca,Japanese,9.46,Weekend,5,22,29,51
138426,Tony's Di Napoli,Italian,15.81,Weekend,5,35,30,65
252342,Westville Hudson,American,12.18,Weekend,3,20,25,45
112272,The Kati Roll Company,Indian,29.25,Weekend,5,30,21,51
69025,Han Dynasty,Chinese,6.84,Weekend,5,22,22,44
41409,Nobu Next Door,Japanese,12.66,Weekend,4,20,21,41
113507,Parm,Italian,12.18,Weekend,4,32,26,58
127934,Blue Ribbon Fried Chicken,American,33.03,Weekend,5,35,25,60
225912,12 Chairs,Middle Eastern,16.3,Weekday,4,27,26,53
297130,Blue Ribbon Sushi,Japanese,12.95,Weekend,4,22,23,45
397588,Kanoyama,Japanese,25.27,Weekday,5,29,33,62
142356,Blue Ribbon Sushi,Japanese,6.74,Weekend,4,22,28,50
120490,Parm,Italian,21.88,Weekend,4,23,30,53
111356,Bhatti Indian Grill,Indian,32.98,Weekday,5,32,30,62
120385,Westville Hudson,American,16.98,Weekend,5,34,20,54
385406,The Meatball Shop,Italian,11.59,Weekday,5,21,30,51
54851,RedFarm Hudson,Chinese,12.18,Weekend,4,22,27,49
399332,Philippe Chow,Chinese,24.2,Weekday,5,28,30,58
39705,Bukhara Grill,Indian,16.54,Weekend,5,23,17,40
44759,Sushi of Gari Tribeca,Japanese,9.27,Weekend,5,20,17,37
54809,RedFarm Broadway,Chinese,24.3,Weekday,5,24,31,55
97079,Donburi-ya,Japanese,12.18,Weekend,5,23,23,46
229946,Chipotle Mexican Grill $1.99 Delivery,Mexican,12.13,Weekend,3,34,25,59
375098,12 Chairs,Middle Eastern,29.1,Weekend,4,22,26,48
41991,Blue Ribbon Sushi Bar & Grill,Japanese,12.37,Weekend,5,21,16,37
91958,Dirty Bird To Go (archived),American,12.13,Weekend,4,22,27,49
83287,Blue Ribbon Sushi Izakaya,Japanese,18.24,Weekend,5,32,22,54
75548,The MasalaWala,Indian,12.13,Weekend,4,32,15,47
304707,Han Dynasty,Chinese,12.08,Weekend,5,27,29,56
285774,Blue Ribbon Sushi,Japanese,6.79,Weekday,5,21,29,50
385350,Blue Ribbon Sushi,Japanese,12.13,Weekend,5,26,17,43
129798,TAO,Japanese,29.49,Weekday,4,22,32,54
123977,Vezzo Thin Crust Pizza,Italian,13.05,Weekend,5,31,27,58
91114,Shake Shack,American,15.77,Weekend,4,35,23,58
123977,Vezzo Thin Crust Pizza,Italian,22.26,Weekday,5,22,32,54
388420,Sushi of Gari 46,Japanese,9.02,Weekend,5,32,17,49
261665,Han Dynasty,Chinese,7.71,Weekend,5,22,18,40
213212,Blue Ribbon Fried Chicken,American,14.65,Weekend,4,34,23,57
160957,Han Dynasty,Chinese,22.31,Weekend,5,29,15,44
94691,brgr,American,5.72,Weekday,3,24,26,50
41877,Cafe Mogador,Middle Eastern,6.69,Weekend,4,23,30,53
6987,Hill Country Fried Chicken,Southern,29.78,Weekday,4,35,33,68
52327,Sushi of Gari,Japanese,16.01,Weekend,5,33,19,52
142574,Sushi of Gari,Japanese,15.96,Weekend,5,22,19,41
107909,Shake Shack,American,14.07,Weekend,4,33,21,54
106478,Blue Ribbon Sushi,Japanese,24.25,Weekday,4,22,29,51
35643,Vanessa's Dumpling House,Chinese,14.84,Weekend,5,31,24,55
355090,Shake Shack,American,22.85,Weekend,5,24,23,47
133349,Vanessa's Dumplings,Chinese,20.23,Weekend,5,33,17,50
97346,RedFarm Hudson,Chinese,14.6,Weekend,3,30,28,58
241080,TAO,Japanese,15.52,Weekend,4,32,27,59
343554,Blue Ribbon Fried Chicken,American,8.98,Weekend,3,26,27,53
370096,Melt Shop,American,19.4,Weekend,4,30,25,55
98319,Five Guys Burgers and Fries,American,13.0,Weekday,5,30,27,57
377260,The Smile,American,5.82,Weekend,3,22,25,47
110792,Blue Ribbon Sushi,Japanese,16.06,Weekend,4,24,21,45
60901,RedFarm Hudson,Chinese,5.82,Weekend,5,22,22,44
132906,Sushi of Gari 46,Japanese,13.05,Weekday,4,28,30,58
41907,Parm,Italian,9.22,Weekend,4,31,25,56
186976,Burger Joint,American,8.35,Weekend,4,28,17,45
258275,Cafe Habana,Mexican,25.17,Weekend,4,27,26,53
344577,Chipotle Mexican Grill $1.99 Delivery,Mexican,29.05,Weekend,4,22,21,43
72757,Jack's Wife Freda,Mediterranean,8.49,Weekend,4,23,18,41
103852,Blue Ribbon Sushi,Japanese,6.74,Weekend,5,22,29,51
372276,Pinto Nouveau Thai Bistro,Thai,24.2,Weekend,5,29,15,44
72726,Shake Shack,American,12.18,Weekend,5,32,24,56
317446,The Meatball Shop,Italian,19.4,Weekend,5,28,30,58
186454,Shake Shack,American,14.07,Weekend,5,34,17,51
381020,RedFarm Broadway,Chinese,31.86,Weekend,4,25,19,44
390484,RedFarm Broadway,Chinese,12.56,Weekday,4,35,33,68
351799,Sushi of Gari Tribeca,Japanese,14.07,Weekend,5,34,29,63
232359,The Meatball Shop,American,5.82,Weekend,5,30,30,60
361220,Carmine's,Italian,19.98,Weekday,5,34,30,64
373059,Shake Shack,American,14.07,Weekend,4,31,25,56
42828,Jack's Wife Freda,Mediterranean,14.12,Weekday,5,25,25,50
241719,Sushi of Gari Tribeca,Japanese,12.42,Weekend,4,23,20,43
41168,Parm,Italian,12.13,Weekend,4,25,29,54
369809,Five Guys Burgers and Fries,American,19.45,Weekday,3,28,28,56
41638,Blue Ribbon Fried Chicken,American,12.18,Weekend,4,26,29,55
361728,The Meatball Shop,Italian,6.69,Weekend,5,25,18,43
328731,Nobu Next Door,Japanese,13.97,Weekday,4,27,24,51
360844,Blue Ribbon Sushi Bar & Grill,Japanese,5.72,Weekday,5,32,26,58
94700,Haandi,Indian,13.1,Weekend,4,31,30,61
205241,Shake Shack,American,6.07,Weekday,4,23,27,50
334758,Melt Shop,American,12.56,Weekend,4,25,23,48
157578,P.J. Clarke's,American,14.07,Weekday,5,33,26,59
127934,Blue Ribbon Fried Chicken,American,12.52,Weekday,4,24,31,55
144352,Shake Shack,American,21.93,Weekday,4,21,33,54
92726,Sarabeth's East,American,25.27,Weekend,4,23,19,42
184325,Asuka Sushi,Japanese,22.75,Weekday,5,25,32,57
39334,The Meatball Shop,American,12.18,Weekend,5,22,26,48
115841,Rubirosa,Italian,15.38,Weekday,4,30,31,61
114919,Yama Japanese Restaurant,Japanese,12.66,Weekend,4,25,26,51
87006,Nobu Next Door,Japanese,25.17,Weekend,4,21,16,37
141912,P.J. Clarke's,American,24.25,Weekend,4,24,15,39
303548,Shake Shack,American,14.02,Weekend,4,20,21,41
60039,ilili Restaurant,Middle Eastern,31.33,Weekday,4,29,27,56
396432,Blue Ribbon Sushi Izakaya,Japanese,9.7,Weekend,4,25,15,40
125510,Blue Ribbon Sushi Izakaya,Japanese,33.03,Weekend,3,34,23,57
68775,Sushi of Gari Tribeca,Japanese,24.2,Weekend,5,22,21,43
51356,Burger Joint,American,16.15,Weekend,4,31,15,46
92096,Aurora,Italian,21.93,Weekend,4,31,18,49
83287,Shake Shack,American,9.41,Weekend,5,22,20,42
81152,Hill Country Fried Chicken,Southern,14.12,Weekend,5,25,15,40
56219,Parm,Italian,14.55,Weekday,5,30,32,62
97991,Blue Ribbon Sushi Bar & Grill,Japanese,33.03,Weekend,5,28,15,43
122609,Blue Ribbon Sushi,Japanese,13.0,Weekend,5,34,15,49
53874,Sarabeth's,American,25.17,Weekend,3,28,23,51
64151,Rubirosa,Italian,5.97,Weekend,3,30,25,55
44049,Sushi Samba,Japanese,13.0,Weekend,4,33,21,54
317993,Melt Shop,American,12.66,Weekend,3,27,26,53
260035,Blue Ribbon Sushi Bar & Grill,Japanese,14.12,Weekend,5,31,25,56
142681,Osteria Morini,Italian,8.3,Weekend,4,27,19,46
72339,Hatsuhana,Japanese,17.03,Weekday,4,35,33,68
112272,Blue Ribbon Sushi,Japanese,14.02,Weekday,4,35,29,64
43018,RedFarm Hudson,Chinese,24.2,Weekend,5,27,19,46
83287,Five Guys Burgers and Fries,American,16.01,Weekend,5,27,19,46
84087,The Meatball Shop,Italian,25.22,Weekend,5,32,25,57
67848,The Kati Roll Company,Indian,19.45,Weekend,5,25,24,49
46696,Blue Ribbon Sushi Bar & Grill,Japanese,12.08,Weekday,5,29,24,53
64153,Blue Ribbon Fried Chicken,American,24.25,Weekday,5,33,30,63
275689,Cafe Habana,Mexican,16.98,Weekday,4,23,30,53
121706,Blue Ribbon Fried Chicken,American,13.0,Weekend,4,24,30,54
115213,Tamarind TriBeCa,Indian,13.24,Weekend,4,23,30,53
113507,Parm,Italian,29.39,Weekday,4,26,30,56
331143,Waverly Diner,American,11.59,Weekend,4,25,22,47
84045,Barbounia,Mediterranean,12.13,Weekend,4,26,26,52
87151,Rubirosa,Italian,24.2,Weekend,4,23,26,49
300003,Crema Restaurante,Mexican,15.86,Weekend,4,31,30,61
260680,Tamarind TriBeCa,Indian,12.95,Weekday,3,27,24,51
121905,Shake Shack,American,15.86,Weekend,3,34,20,54
58675,Big Daddy's,American,14.84,Weekend,5,32,22,54
103005,Yama Japanese Restaurant,Japanese,5.77,Weekend,4,34,21,55
367076,Sushi of Gari 46,Japanese,22.8,Weekend,4,30,25,55
81658,The Meatball Shop,Italian,29.25,Weekday,5,35,29,64
97991,Blue Ribbon Sushi Bar & Grill,Japanese,22.36,Weekend,4,25,18,43
93437,Sushi of Gari 46,Japanese,22.26,Weekend,5,27,26,53
52832,Donburi-ya,Japanese,8.01,Weekday,5,30,30,60
14869,Pepe Rosso To Go,Italian,16.3,Weekend,4,23,30,53
39275,TAO,Japanese,31.43,Weekend,4,34,20,54
395616,Parm,Italian,12.13,Weekend,3,23,15,38
129798,TAO,Japanese,8.05,Weekday,4,26,31,57
97255,Parm,Italian,19.4,Weekday,4,24,28,52
95164,Amma,Indian,19.35,Weekend,4,30,16,46
35432,TAO,Japanese,16.15,Weekend,3,24,22,46
127130,Momoya,Japanese,16.05,Weekday,4,34,33,67
132137,Parm,Italian,24.25,Weekend,4,34,21,55
146588,Shake Shack,American,9.07,Weekday,3,35,26,61
283831,Blue Ribbon Sushi Bar & Grill,Japanese,13.05,Weekday,5,22,28,50
342107,Shake Shack,American,12.13,Weekday,5,25,30,55
349854,Shake Shack,American,24.35,Weekday,5,34,26,60
43856,Han Dynasty,Chinese,16.01,Weekend,5,30,16,46
138426,Tony's Di Napoli,Italian,5.82,Weekend,5,26,26,52
106478,Cafe Mogador,Middle Eastern,16.15,Weekend,5,29,27,56
47280,Blue Ribbon Sushi,Japanese,29.68,Weekend,3,26,30,56
78560,The Meatball Shop,Italian,12.18,Weekend,3,27,20,47
344586,Sushi of Gari 46,Japanese,12.56,Weekend,4,20,22,42
1311,Chipotle Mexican Grill $1.99 Delivery,Mexican,16.1,Weekend,4,22,26,48
77511,Parm,Italian,21.93,Weekend,4,22,25,47
197633,Sushi of Gari 46,Japanese,5.77,Weekday,4,32,24,56
393765,Nobu Next Door,Japanese,6.02,Weekend,5,33,24,57
92096,Aurora,Italian,6.74,Weekday,4,30,26,56
80683,Blue Ribbon Sushi,Japanese,11.59,Weekend,4,22,18,40
141496,Dickson's Farmstand Meats,American,33.03,Weekend,5,35,20,55
75115,RedFarm Hudson,Chinese,33.03,Weekend,3,32,19,51
170221,Shake Shack,American,5.72,Weekend,4,24,19,43
145952,Blue Ribbon Sushi,Japanese,29.15,Weekday,4,26,24,50
353676,indikitch,Indian,14.07,Weekend,4,20,30,50
52832,Donburi-ya,Japanese,6.64,Weekday,5,21,29,50
91817,Melt Shop,American,9.6,Weekend,5,30,16,46
164529,Blue Ribbon Sushi,Japanese,9.32,Weekend,4,32,18,50
93797,ilili Restaurant,Middle Eastern,25.22,Weekday,5,25,33,58
382076,Shake Shack,American,16.93,Weekend,4,25,26,51
301032,Blue Ribbon Fried Chicken,American,16.44,Weekend,4,24,16,40
241719,Blue Ribbon Sushi Izakaya,Japanese,14.41,Weekend,5,22,20,42
285143,Pepe Rosso To Go,Italian,12.13,Weekend,4,25,18,43
54608,Tamarind TriBeCa,Indian,22.26,Weekend,5,34,15,49
105903,Shake Shack,American,24.3,Weekday,4,35,29,64
143984,The Smile,American,12.27,Weekday,4,32,24,56
122609,Blue Ribbon Sushi Izakaya,Japanese,12.23,Weekend,4,33,23,56
331143,Waverly Diner,American,14.6,Weekday,3,20,32,52
94115,Moonstruck on Second,American,14.94,Weekend,5,27,20,47
367111,Blue Ribbon Sushi Bar & Grill,Japanese,16.54,Weekend,5,27,17,44
347181,RedFarm Hudson,Chinese,11.64,Weekend,4,34,18,52
42461,Melt Shop,American,11.69,Weekday,4,21,27,48
209179,RedFarm Broadway,Chinese,6.74,Weekend,4,31,27,58
176622,Cafe Mogador,Middle Eastern,9.22,Weekend,4,23,15,38
88333,The Meatball Shop,American,5.77,Weekend,5,33,27,60
333311,Blue Ribbon Sushi Izakaya,Japanese,21.93,Weekend,4,35,26,61
83287,Shake Shack,American,9.02,Weekday,4,23,27,50
141550,Serafina Fabulous Pizza,Italian,22.8,Weekday,4,28,31,59
63096,Rubirosa,Italian,12.51,Weekend,5,21,15,36
104130,Ravagh Persian Grill,Middle Eastern,14.07,Weekday,5,34,33,67
64754,The Kati Roll Company,Indian,5.34,Weekend,4,27,18,45
62730,Westville Hudson,American,29.1,Weekend,5,20,24,44
87357,Five Guys Burgers and Fries,American,6.4,Weekday,5,23,32,55
367800,Cafe Mogador,Middle Eastern,14.12,Weekend,4,24,24,48
303409,TAO,Japanese,12.18,Weekend,4,23,24,47
268958,Osteria Morini,Italian,19.45,Weekend,4,26,29,55
121681,Momoya,Japanese,11.59,Weekend,5,20,21,41
57263,Nobu Next Door,Japanese,9.22,Weekend,4,29,23,52
284256,Empanada Mama (closed),Mexican,12.13,Weekend,5,21,22,43
125854,Shake Shack,American,15.76,Weekend,4,34,27,61
52832,Junoon,Indian,29.49,Weekend,5,23,17,40
41409,Nobu Next Door,Japanese,19.35,Weekend,4,28,30,58
97806,Shake Shack,American,31.43,Weekend,4,30,19,49
35309,Blue Ribbon Sushi,Japanese,19.4,Weekend,5,24,25,49
186473,Blue Ribbon Sushi,Japanese,11.69,Weekend,4,28,29,57
52832,Han Dynasty,Chinese,19.3,Weekend,4,34,21,55
355970,The Meatball Shop,Italian,7.61,Weekend,3,20,26,46
5693,The Meatball Shop,Italian,8.3,Weekday,5,29,32,61
70709,RedFarm Hudson,Chinese,25.17,Weekend,4,21,17,38
264707,TAO,Japanese,12.08,Weekday,3,24,26,50
84087,The Meatball Shop,Italian,12.71,Weekday,5,29,33,62
114410,The Meatball Shop,Italian,12.18,Weekend,5,20,16,36
60835,Parm,Italian,29.35,Weekend,5,29,17,46
312853,Five Guys Burgers and Fries,American,25.27,Weekend,5,27,29,56
236739,Xi'an Famous Foods,Chinese,8.54,Weekend,5,29,30,59
396481,Han Dynasty,Chinese,29.15,Weekend,4,27,15,42
385150,Blue Ribbon Sushi,Japanese,17.85,Weekend,4,28,18,46
106006,Blue Ribbon Sushi Izakaya,Japanese,16.1,Weekend,3,20,28,48
399832,The Kati Roll Company,Indian,14.07,Weekend,5,23,20,43
376578,Shake Shack,American,15.57,Weekday,4,34,25,59
82041,Parm,Italian,16.44,Weekend,4,23,22,45
365871,Cafe de La Esquina,Mexican,16.06,Weekend,5,27,21,48
318689,Olive Garden,Italian,6.74,Weekend,5,23,19,42
399172,Blue Ribbon Fried Chicken,American,14.07,Weekday,4,20,31,51
325272,Cho Dang Gol,Korean,12.13,Weekend,4,29,16,45
86449,The Meatball Shop,Italian,8.54,Weekend,3,31,15,46
101746,Cafeteria,American,11.59,Weekend,3,24,19,43
167738,Jack's Wife Freda,Mediterranean,31.43,Weekend,5,34,20,54
144851,Benihana,Japanese,16.11,Weekend,4,25,29,54
44706,Blue Ribbon Sushi,Japanese,9.41,Weekend,5,24,18,42
96456,67 Burger,American,29.05,Weekday,5,20,28,48
209179,RedFarm Broadway,Chinese,5.87,Weekend,4,27,22,49
77371,Blue Ribbon Sushi Bar & Grill,Japanese,12.18,Weekend,4,24,15,39
99288,Boqueria,Spanish,12.13,Weekday,5,33,28,61
38336,Rubirosa,Italian,16.2,Weekend,4,21,27,48
110461,Blue Ribbon Sushi,Japanese,5.97,Weekend,3,31,30,61
291667,Shake Shack,American,12.23,Weekday,5,35,25,60
63890,Blue Ribbon Sushi,Japanese,14.12,Weekday,5,35,33,68
310706,Parm,Italian,6.74,Weekday,5,25,30,55
73895,RedFarm Broadway,Chinese,19.4,Weekend,5,24,25,49
141732,Blue Ribbon Fried Chicken,American,12.13,Weekend,4,35,29,64
110858,Burger Joint,American,14.16,Weekend,4,28,28,56
345798,Yama Japanese Restaurant,Japanese,12.13,Weekend,4,26,26,52
354719,Jack's Wife Freda,Mediterranean,31.38,Weekend,4,28,18,46
185355,Sushi Samba,Japanese,22.85,Weekday,5,21,32,53
361701,Westville Hudson,American,32.93,Weekend,5,30,20,50
114234,The Meatball Shop,Italian,19.4,Weekend,5,20,16,36
41968,Shake Shack,American,8.1,Weekend,4,25,24,49
48851,Melt Shop,American,9.02,Weekday,4,29,24,53
368663,Shake Shack,American,9.12,Weekend,4,31,19,50
78887,TAO,Japanese,6.69,Weekday,4,26,25,51
71743,Serafina Fabulous Pizza,Italian,16.88,Weekend,4,33,27,60
331143,Waverly Diner,American,16.3,Weekday,3,28,25,53
252965,Five Guys Burgers and Fries,American,9.27,Weekend,4,23,25,48
298794,TAO,Japanese,15.86,Weekend,4,22,17,39
275689,Blue Ribbon Sushi,Japanese,12.23,Weekend,4,20,24,44
106478,Balthazar Boulangerie,French,12.13,Weekend,5,25,24,49
62929,Bareburger,American,17.03,Weekend,5,35,21,56
131093,Bareburger,American,13.77,Weekend,3,33,29,62
40808,V-Nam Cafe,Vietnamese,6.01,Weekday,3,20,31,51
387227,Blue Ribbon Sushi Bar & Grill,Japanese,29.25,Weekday,5,25,29,54
128224,Blue Ribbon Sushi,Japanese,16.1,Weekend,3,26,17,43
325285,RedFarm Hudson,Chinese,5.73,Weekday,4,25,25,50
142619,Shake Shack,American,6.07,Weekend,4,28,19,47
156218,RedFarm Hudson,Chinese,15.23,Weekend,5,31,16,47
122802,Parm,Italian,9.17,Weekend,4,25,17,42
94700,Tamarind TriBeCa,Indian,29.15,Weekend,3,35,22,57
335155,Shake Shack,American,29.05,Weekend,4,33,16,49
113926,Han Dynasty,Chinese,33.03,Weekday,5,35,32,67
65009,Blue Ribbon Sushi Izakaya,Japanese,8.83,Weekday,5,34,27,61
373689,Bareburger,American,6.74,Weekend,4,26,29,55
77786,Sushi of Gari Tribeca,Japanese,17.03,Weekend,5,23,22,45
97079,Benihana,Japanese,25.22,Weekday,4,27,27,54
14869,Tres Carnes,Mexican,9.17,Weekend,4,25,30,55
113477,Schnipper's Quality Kitchen,American,12.18,Weekend,4,31,22,53
54540,Parm,Italian,12.18,Weekend,4,29,16,45
284835,Shake Shack,American,15.57,Weekend,5,32,17,49
130521,Lucky's Famous Burgers,American,12.13,Weekday,5,21,30,51
47235,Blue Ribbon Fried Chicken,American,14.6,Weekend,3,27,27,54
294478,Sushi of Gari 46,Japanese,11.84,Weekend,4,27,24,51
164005,Sushi of Gari,Japanese,14.07,Weekend,5,35,26,61
357761,Go! Go! Curry!,Japanese,33.03,Weekend,4,22,15,37
82041,Shake Shack,American,8.1,Weekend,5,26,27,53
275689,Dirty Bird to Go,American,12.18,Weekday,4,20,24,44
120353,Parm,Italian,5.72,Weekend,4,26,27,53
147468,Nha Trang One,Vietnamese,15.67,Weekday,3,23,24,47
105837,Nobu Next Door,Japanese,12.18,Weekend,4,29,20,49
103970,Shake Shack,American,16.2,Weekend,4,20,21,41
60270,Market Table,American,6.79,Weekend,4,21,17,38
378820,Sushi Samba,Japanese,12.61,Weekend,5,29,29,58
264707,TAO,Japanese,32.93,Weekend,4,34,16,50
65306,Sushi of Gari Tribeca,Japanese,14.79,Weekend,5,32,24,56
143866,Otto Enoteca Pizzeria,Italian,24.2,Weekend,5,34,15,49
49987,Parm,Italian,6.69,Weekend,5,24,28,52
6987,Hill Country Fried Chicken,Southern,12.23,Weekday,4,20,29,49
75169,Tamarind TriBeCa,Indian,6.74,Weekend,5,25,26,51
186473,Blue Ribbon Sushi,Japanese,16.06,Weekday,4,34,33,67
370337,Blue Ribbon Fried Chicken,American,12.23,Weekend,4,30,20,50
184325,Asuka Sushi,Japanese,22.8,Weekend,5,30,28,58
65306,Sushi of Gari Tribeca,Japanese,12.18,Weekend,5,35,19,54
182252,Five Leaves,American,9.17,Weekend,4,34,23,57
67162,Shake Shack,American,14.07,Weekday,4,24,28,52
397261,Blue Ribbon Fried Chicken,American,14.84,Weekend,5,21,25,46
283051,Shake Shack,American,6.69,Weekday,5,26,32,58
41907,Hatsuhana,Japanese,14.07,Weekend,4,26,17,43
86806,Pylos,Mediterranean,14.12,Weekday,4,26,24,50
183520,Blue Ribbon Sushi,Japanese,6.69,Weekend,4,35,26,61
59314,Shake Shack,American,13.58,Weekend,4,25,24,49
68300,Blue Ribbon Fried Chicken,American,33.18,Weekend,4,26,20,46
370405,Haveli Indian Restaurant,Indian,29.1,Weekday,3,23,24,47
354948,Westville Hudson,American,24.25,Weekend,5,25,21,46
302769,Blue Ribbon Fried Chicken,American,29.05,Weekend,5,29,20,49
334372,Rubirosa,Italian,6.55,Weekend,4,23,15,38
42781,Blue Ribbon Sushi,Japanese,24.3,Weekday,4,21,26,47
67748,Rubirosa,Italian,19.4,Weekend,4,34,16,50
302923,Shake Shack,American,20.52,Weekend,3,31,15,46
115213,Tamarind TriBeCa,Indian,29.39,Weekend,5,30,25,55
398952,Han Dynasty,Chinese,13.78,Weekend,5,27,20,47
60688,Shake Shack,American,14.12,Weekend,4,29,30,59
198194,The Kati Roll Company,Indian,19.4,Weekday,5,24,30,54
78879,Blue Ribbon Fried Chicken,American,19.4,Weekend,4,33,21,54
255697,Sushi Samba,Japanese,6.84,Weekend,5,27,20,47
42052,Pepe Rosso To Go,Italian,22.8,Weekend,5,35,24,59
146588,Shake Shack,American,19.4,Weekend,5,33,27,60
